image_id,image_counter,caption
n01963571_14820,3,A white plate that is full of black mussels in shells.
n01963571_14820,4,A bowl full of clams that are partially opened.
n01963571_14820,5,A bunch of cooked mussels open on a white plate.
n01963571_16954,1,some blue and brown   color objects are  in a white plate and  a glass with some drink in it
n01963571_16954,2,A bunch of oysters that are crcacked open sitting on a white plate.
n01963571_16954,3,"Steamed clams piled on a plate, in front of a glass of wine."
n01963571_16954,4,This plate of fresh mussels looked so good.
n01963571_16954,5,A bowl that is full of black mussels and shells.
n01963571_19280,1,A group of clams in the shells that have not been opened.
n01963571_19280,2,A closeup of brown and grey closed shells.
n01963571_19280,3,A plate that has some mussels sitting on top of it.
n01963571_19280,4,"Two large, and one medium sized mussels sit angled towards the camera on a white plate."
n01963571_19280,5,Several shells sit piled up on a white surface.
n01963571_19866,1,a bunch of raw fresh clams grouped together
n01963571_19866,2,A large pile of rock colored clams drying in the sun.
n01963571_19866,3,Many black white and brown oval like stuff arranging next to each other.
n01963571_19866,4,Massive numbers of clams sit together in a large pile.
n01963571_19866,5,A bunch of oysters in a pile with their shells closed.
n01963571_28170,1,Several oyster shells fill up a metal bowl.
n01963571_28170,2,"A bowl full of empty mussel shells, some with strips of sunshine on them."
n01963571_28170,3,A bunch of black shells that are sitting in a bowl.
n01963571_28170,4,A bunch of clams in a bowl that have had the shells opened.
n01963571_28170,5,Scraps are visible in the open shells of mussels that are piled on a plate.
n01963571_5610,1,Grouping of closed shellfish shells sitting on a white table.
n01963571_5610,2,few clam shells placed on a white floor  with dusts and other waste on them.
n01963571_5610,3,Several black oyster shells sit together on a white counter.
n01963571_5610,4,Several clams are unopened and sitting on a white surface.
n01963571_5610,5,A group of clams that have not been opened on a table.
n01963571_7996,1,A clear plant full of unknown black shells.
n01963571_7996,2,A white plate filled with clams that have been cracked open.
n01963571_7996,3,a glass bowl filled with mussels ready to eat
n01963571_7996,4,A lot of eaten mussels are on a clear dish.
n01963571_7996,5,A bunch of mussles that are in a bowl together.
n01970164_12603,1,A small octopus raises a couple of its tentacles as it sits on a white surface.
n01970164_12603,2,A small octopus that is resting on a white table.
n01970164_12603,3,A tiny orange octopus with red spots ona white surface.
n01970164_12603,4,A small octopus with its legs behind it as it moves through clear water.
n01970164_12603,5,A small squid that is red and orange in color lifts one of its front tentacles.
n01970164_14781,1,"A red octopus is sitting on a rock, under water."
n01970164_14781,2,A brightly colored octopus sits up on a large brown rock.
n01970164_14781,3,An octopus that is crawling around in some rocks underwater.
n01970164_14781,4,A wrinkled red octopus crawling over a brown rock.
n01970164_14781,5,A red octopus is resting on a large rock underwater.
n01970164_19716,1,An octopus that is swimming in a large tank.
n01970164_19716,2,A brown octopus with pink suckers on its leg swimming in water.
n01970164_19716,3,An octopus with its tentacles in different directions hovers in the water near some colorful rocks.
n01970164_19716,4,The image is of an octopus in a tank of water.
n01970164_19716,5,An octopus' suckers are visible as it floats through the water near coral.
n01970164_23221,1,"Sea creature lying on sand,  that is roundish in shape that has a tan, brown and white mottled appearance. An opening near the top of the creature looks to be an eye or mouth."
n01970164_23221,2,A fish that is laying flat on some rocks under water.
n01970164_23221,3,"An octopus that is curled up in a ball, orange in color, with it's eye closed, and partially buried in sand."
n01970164_23221,4,A red colored octopus with a gold eye balled up in the sand.
n01970164_23221,5,An octopus with its eyes closed is curled up in a small area.
n01970164_26421,1,A wet starfish is glistening on a brown table.
n01970164_26421,2,The suckers on the bottom of an octopus.
n01970164_26421,3,The tentacles of a starfish glisten as it lies on a wooden floor.
n01970164_26421,4,A sea creature with suction  cups that is still wet.
n01970164_26421,5,The suckers of a starfish are beige against the cream colored bottom of the animal.
n01970164_28566,1,A large pile of dead squids sitting at a market.
n01970164_28566,2,A bunch of slimy dead squid lined up on a surface.
n01970164_28566,3,"A pile of small, slimy octopuses lie together on a surface."
n01970164_28566,4,Numerous soft bodied eight legged mollusk seen gathered in large group.
n01970164_28566,5,Several small octopuses lie together on a cloth surface.
n01970164_30420,1,A squid that is swimming along the base of the ocean.
n01970164_30420,2,A red octopus creeps along the sandy bottom of the ocean in the dark.
n01970164_30420,3,An orange octopus with white suckers on its legs.
n01970164_30420,4,a brown/sand color octopus was lying on the ground of a deep sea
n01970164_30420,5,An octopus with thin tentacles lies on the sea floor.
n01970164_30734,1,An orange and white octopus swimming in the water.
n01970164_30734,2,A large orange octopus with white suckers on his legs.
n01970164_30734,3,An octopus sits above some green rocks with its tentacles bent.
n01970164_30734,4,An orange octopus that is swimming around in a reef.
n01970164_30734,5,A orange octopus with many suckers on its tentacles.
n02005790_10287,1,A white ibis bird standing on a patch of sandy ground.
n02005790_10287,2,A white crane with pink legs and beak.
n02005790_10287,3,An ibis with a long red beak and red legs walks along the sand.
n02005790_10287,4,A small white bird with a long pink beak stands in some dirt.
n02005790_10287,5,A large white bird with a very long pink beak.
n02005790_11191,1,A large white bird with a gray head and beak that hasits wings open.
n02005790_11191,2,This bird is about to leap and take flight.
n02005790_11191,3,A large white bird with a dark gray beak leans forward off of a surface with its wings spread.
n02005790_11191,4,"A white bird, with gray feet and head, has a long, slender beak."
n02005790_11191,5,"A large water bird with a long, curved beak is flying towards the ground."
n02005790_11821,1,An ibis with red legs and a long red beak standing on a patio.
n02005790_11821,2,A large white bird with a long red beak and red legs.
n02005790_11821,3,A small white bird with a long red beak stands on a tile surface and looks to the side.
n02005790_11821,4,A white pelican with red legs and a red beak standing on pavement.
n02005790_11821,5,A white bird with a red beak and red legs standing outdoors.
n02005790_1902,1,A white Ibis with long beak standing near a river
n02005790_1902,2,A white bird with an orange beak is standing.
n02005790_1902,3,A white bird with a long orange beak and legs is standing in shallow water.
n02005790_1902,4,A snow white ibis with a long orange beak stands in shallow water.
n02005790_1902,5,A white pelican with a long orange beak stands at the edge of some shallow water.
n02005790_3943,1,A large black and white wading bird up to its knees in water.
n02005790_3943,2,a white crane with black long curved beak standing in the water
n02005790_3943,3,Stroke is searching for a fish in the water
n02005790_3943,4,A water bird with a large white body and a black head stands in some shallow water.
n02005790_3943,5,A large white bird with a black head and tail standing in water.
n02005790_5354,1,A large white bird with a red face and beak.
n02005790_5354,2,A white bird with a bright red head standing outdoors.
n02005790_5354,3,A white bird with a red face and long beak sits on the grass near other birds in the water.
n02005790_5354,4,A white turkey looking bird with a very long orange face and beak.
n02005790_5354,5,a white chicken like bird with a red beak and an angry face
n02005790_7527,1,A brightly colored bird stands in front of some leafy plants with its long beak pointing down.
n02005790_7527,2,A pink bird that has a black beak near some bushes.
n02005790_7527,3,A bird standing amongst some trees. The bird is orange and has very long legs.
n02005790_7527,4,a tall orange pink birth with a long slender beak
n02005790_7527,5,A large orange bird with a long brown beak.
n02005790_9371,1,A group of ibises stand together in shallow water.
n02005790_9371,2,Many white birds stand in a pool of water.
n02005790_9371,3,A flock of white Ibises standing in water
n02005790_9371,4,Several white water birds with long orange beaks stand in shallow water.
n02005790_9371,5,A group of white birds with long orange beaks staning in shallow water.
n02054036_12238,1,"A duck is swimming through the water, creating a ripple."
n02054036_12238,2,A small water bird moves through some calm water.
n02054036_12238,3,A black duck that is swimming in a lake.
n02054036_12238,4,A bird is swimming through lake water during the day.
n02054036_12238,5,A black bird with a gray beak is swimming on a body of water.
n02054036_15344,1,A black bird with orange around its eyes sits on a rock and looks off to the side.
n02054036_15344,2,A black bird with a slender neck and thin beak perched near a rock.
n02054036_15344,3,A black bird that has an orange eye and blue beak.
n02054036_15344,4,A black bird with an orange and blue face.
n02054036_15344,5,A large black bird with a yellow and blue face sitting on a rock.
n02054036_17099,1,One black bird sitting on a branch in water while another bird lands on it.
n02054036_17099,2,"Two black birds , one is perched on a branch, the other is flying away from a body of water."
n02054036_17099,3,A large black bird floats down toward another black bird on a tree branch above the water.
n02054036_17099,4,A black bird that is landing on a stick that is floating on the water.
n02054036_17099,5,A shiny black waterfowl flaps its wings high behind it as it lands on a branch in the lake.
n02054036_19199,1,A small bird stands on a rock looking out towards the calm waters.
n02054036_19199,2,A small bird stands on a rock above a body of water.
n02054036_19199,3,A bird that is standing on a rock looking at the ocean.
n02054036_19199,4,A gray and white bird sitting on a rock by a body of water.
n02054036_19199,5,A bird sits on the edge of a rock near the water.
n02054036_21993,1,A bird is perched on a manmade surface near the water.
n02054036_21993,2,A brown bird with a grey and yellow beak standing by water.
n02054036_21993,3,A small  bird in plain colors  that is  sitting  near the water
n02054036_21993,4,A brown water bird with a small beak stands next to some water.
n02054036_21993,5,A brown and black duck with a yellow beak near the water.
n02054036_5709,1,A black bird with a yellow beak sitting on a rock beside water.
n02054036_5709,2,A duck-like bird is standing on a rock near a body of water.
n02054036_5709,3,A black bird that is standing on some rocks near the water.
n02054036_5709,4,a sea bird in dark green color feathers and yellow beak standing on a rock near the sea
n02054036_5709,5,A brown and green bird stands sideways on an outcropping next to some choppy water.
n02054036_7221,1,A black duck with a blue throat stands on the edge of a cliff.
n02054036_7221,2,A black water bird with a blue chin stands on a rock by the water.
n02054036_7221,3,A small water bird sits on a rock and looks up at the sky.
n02054036_7221,4,A blacka bird with a blue and white neck holding his head up while sitting on a rock.
n02054036_7221,5,Webbed dark bird stands on rock next to body of water.
n02054036_9789,1,Big bird flies in high distance above the water.
n02054036_9789,2,A large black bird with a long beach spreads its wings above a body of water.
n02054036_9789,3,Large dark feathered bird stands on wooden pillar in water with wings spread.
n02054036_9789,4,A large black bird with a white beak that has its wings spread while sitting on a wooden pillar in the water.
n02054036_9789,5,A black pelican standing on a large rock in the ocean.
n02055803_4843,1,a penguin standing near a pipe hole and looking at something
n02055803_4843,2,A penguin stands on a rock by a drainpipe that is sticking out of dead grass.
n02055803_4843,3,A small black bird stands beside a drainage pipe.
n02055803_4843,4,A penguin that is standing on a rock near a green pipe.
n02055803_4843,5,A black and white bird by a concrete culvert.
n02055803_5499,1,A small penguin is lying next to its mate in the dirt.
n02055803_5499,2,Two penguins snuggle together on the ground beneath some branches.
n02055803_5499,3,Two black and white birds lie in the dirt with their bodies against each other.
n02055803_5499,4,Two black and white penguins huddled together under some brush.
n02055803_5499,5,Two penguins that are laying under some branches on a beach.
n02055803_6095,1,Black penguin with white chest and yellow feather on top of his head looking to the side.
n02055803_6095,2,A closeup of a black and white bird with a big orange beak and yellow plumage on its head.
n02055803_6095,3,A penguin with long yellow feathers on his head.
n02055803_6095,4,A black and white penguin that has some yellow highlights in its hair.
n02055803_6095,5,Yellow stripes are found on the head of this kind of bird.
n02055803_7345,1,Two black and white penguins with yellow spots standin on a rock.
n02055803_7345,2,A group of penguins that are all standing around together.
n02055803_7345,3,A penguin scratches its side with its beak with two other Penguins walking behind it.
n02055803_7345,4,One penguin bends to scratch its face with a foot while two others follow behnid it.
n02055803_7345,5,A penguin holds its foot to its mouth as other penguins stand nearby.
n02055803_7877,1,"Two penguins sitting in the sand, and one of them is sitting in a whole."
n02055803_7877,2,A couple of penguins on a sandy beach with one sitting in a hole.
n02055803_7877,3,A pair of penguins that are playing in the sand.
n02055803_7877,4,A black and white bird stands in the dirt with its head down near another bird that is in a small hole.
n02055803_7877,5,One penguin is in a sandy hole while a second stands beside it.
n02055803_8152,1,A black and white penguin sitting in the sand.
n02055803_8152,2,A penguin that is playing in the sand on a beach.
n02055803_8152,3,a white and black penguin was standing on a beach sand surrounded with wastes.
n02055803_8152,4,A small penguin sits in the dirt with its head raised up and beak open.
n02055803_8152,5,A penguin sits on a sandy shore with its beak open.
n02055803_9018,1,A penguin that is walking towards some eggs.
n02055803_9018,2,A penguin looks down as it walks through some dirt.
n02055803_9018,3,A lone penguin waddles along a dirt path with some sticks scattered about.
n02055803_9018,4,A penguin pushes its head forward as it walks down a dirt path in the woods.
n02055803_9018,5,A black and white penguin walking in the dirt under a branch.
n02055803_9893,1,A penguin is standing up and looking down.
n02055803_9893,2,A black and white penguin with orange accents hold its head down with its chin on his chest as it stands on a cement retaining wall.
n02055803_9893,3,A black and white penguin standing on a concrete ledge near water.
n02055803_9893,4,"A small penguin, possibly a baby, is staring at the ground near the water."
n02055803_9893,5,A penguin that is looking down at its feet.
n02068974_106,1,A pair of dolphins that are jumping out of the water.
n02068974_106,2,Two dolphins jump from the and water and touch heads
n02068974_106,3,Two dolphins touching heads while one is upside down in the water.
n02068974_106,4,Two Dolphins facing each other are jumping out of the ocean with their noses touching.
n02068974_106,5,Marine mammals jumping out of the water and performing a flip in the ocean.
n02068974_13351,1,Two dolphins frollick near the surface of the water.
n02068974_13351,2,Two dolphins approach each other underneath blue water.
n02068974_13351,3,Two dolphins that are swimming around under water.
n02068974_13351,4,Several water mammals with long snouts playing in open area.
n02068974_13351,5,Two dolphins hover underneath the surface in some blue water.
n02068974_17710,1,A dolphin that is swimming under the water.
n02068974_17710,2,A dolphin with a long body floats through a deep blue body of water.
n02068974_17710,3,Silver and black dolphin swimming towards the top of the water looking to the right.
n02068974_17710,4,A gray dolphin swimming in a pool of water alone.
n02068974_17710,5,A single dolphin appears to look at the camera while swimming upwards in the water.
n02068974_2736,1,Two dolphins are swimming next to each other in the ocean.
n02068974_2736,2,"Two dolphins swimming,side by side in a blue body of water."
n02068974_2736,3,Two gray dolphins swimming in clear blue water.
n02068974_2736,4,Two beautiful dolphins swimming together under the blue water.
n02068974_2736,5,Two dolphins angle their bodies upward in some blue water.
n02068974_4003,1,A dolphin has it's snout and top of its head sticking out of water.
n02068974_4003,2,penguin  is swimming and  showing its face above the water
n02068974_4003,3,A dolphin that is swimming under the water.
n02068974_4003,4,A dolphin has its head and snout out of the water.
n02068974_4003,5,A gray dolphin sticking its head out of the water.
n02068974_4884,1,A hand reaches out and touches the chin of a dolphin as it emerges from the water.
n02068974_4884,2,A dolphin that is playing with a trainer in a pool.
n02068974_4884,3,A woman's hand is on the chin of a dolphin whose head is out of the water.
n02068974_4884,4,A woman pets a dolphin on the bottom of its chin as it floats in a pool.
n02068974_4884,5,A human hand reaches over the watery area and touches the chin of a dolphin whose mouth is open and whose head is mostly above the water's surface.
n02068974_6018,1,A dolphin is frolicking in the pool and making waves.
n02068974_6018,2,A dolphin that is swimming in a pool with a blue bottom.
n02068974_6018,3,a grey dolphin near the top of the water
n02068974_6018,4,A dolphin poking its nose out of a swimming pool.
n02068974_6018,5,A dolphin has it's snout out of a pool of blue water.
n02068974_7285,1,A dolphin has its head sticking out of clear blue water.
n02068974_7285,2,A dolphin that is poking out of the water.
n02068974_7285,3,Bottle nosed marine mammal swims in pool of water.
n02068974_7285,4,"A shiny, wet dolphin reflects his surroundings as he rises from a pool."
n02068974_7285,5,A dolphin points its nose upward and partially emerges from a clear body of water.
n02084071_14426,1,A dog with floppy ears and a colorful collar.
n02084071_14426,2,A gray dog with brown eyes that has its head tilted.
n02084071_14426,3,A dog with grey fur and a large colorful collar.
n02084071_14426,4,Black dog with brown eyes looking forward wearing a multi colored collar with writing on it.
n02084071_14426,5,A black dog is outdoors wearing a thick black color with green and yellow letters and a heart on it.
n02084071_17818,1,"A large white, brown, and black Saint Bernard walks through a seating area near a lake."
n02084071_17818,2,"A dog stands in between a chair and a sign written in Spanish, with trees and water in the background."
n02084071_17818,3,A black and white dog tied to a tree stands by a chair near water and trees.
n02084071_17818,4,A dog that is fluffy and brown standing around outdoors.
n02084071_17818,5,A St. Bernard dog standing outside by a chair barking.
n02084071_21054,1,a black and white dog strapped to a yellow rope around its neck and standing on the brown floor
n02084071_21054,2,A dog on a yellow leash with a dark body and white head looks to the side.
n02084071_21054,3,A brown and white dog with a blue tongue on a yellow leash.
n02084071_21054,4,A brown and white pit bull on a tight yellow leash standing in a tiled hallway.
n02084071_21054,5,White and brown color dog looking somewhere and barking
n02084071_23836,1,A scruffy brown and white dog runs happily across a lawn.
n02084071_23836,2,A small brown and white dog running in the grass.
n02084071_23836,3,A small brown and white dog in a blue collar stands in some thick grass.
n02084071_23836,4,Small dog walking on the green grass & it's color in brown & white mixed.
n02084071_23836,5,A brown and white dog running through a field.
n02084071_27182,1,A yellow Lab stands on frosty grass against leafless trees.
n02084071_27182,2,A yellow lab dog standing in a grassy area.
n02084071_27182,3,A light brown dog stands in the grass and looks off into the distance.
n02084071_27182,4,A large hound dog standing on the grass near some trees.
n02084071_27182,5,A yellow lab that is standing out on a field.
n02084071_28249,1,A white dog that has some black markings on it.
n02084071_28249,2,A white dog with black spots playing in a body of water.
n02084071_28249,3,A white dog with black ears stands chest deep in clear water.
n02084071_28249,4,A small white dog with one black ear stands in some shallow water.
n02084071_28249,5,A small white and brown speckled dog standing in some water.
n02084071_30865,1,a white and brown dog with ears back and eyes half closed
n02084071_30865,2,A brown and white dog with its ears back near a green fence.
n02084071_30865,3,A dog is on the grass and beside the guard rail. 
n02084071_30865,4,A white and brown dog looks up over a small green rail.
n02084071_30865,5,A dog that is near a metal pole on a field.
n02084071_34874,1,A small dog with long hear has a hairbow keeping it's facial hair out of its eyes as it lays on a sofa.
n02084071_34874,2,A dog that has their hair held up with a scrunchie.
n02084071_34874,3,A scrunchie holds the hair of a Shaggy brown and black dog in a waterfall ponytail.
n02084071_34874,4,A dog with long gray and brown hair sits on a brown couch.
n02084071_34874,5,A small black and brown dog with long fur that has been put into a ponytail on his face.
n02090827_10084,1,A dog laying on a towel with holding a couple stuffed toys.
n02090827_10084,2,A slender black and gray dog lies on a white blanket holding a stuffed tomato.
n02090827_10084,3,A black and grey dog laying on a blanket with some toys.
n02090827_10084,4,A slender black dog with a mostly white face lays on a blanket with a stuffed sheep and stuffed tomato.
n02090827_10084,5,A grayand white dog that is laying down holding a red toy in its paws.
n02090827_11579,1,A man walking through a field holds the black leather leash his whippet.
n02090827_11579,2,A slender grey and white dog wearing a coat is being led on a leash by a man outdoors.
n02090827_11579,3,A gray and white thin dog wearing a blanket on his back being led on a leash.
n02090827_11579,4,A grey dog with white stripes walking around outdoors.
n02090827_11579,5,A slim black and white dog wearing a black blanket stands near a man holding a leash.
n02090827_13480,1,A pair of dogs that are laying down in the grass.
n02090827_13480,2,A large brown dog sitting beside a large light tan dog in the grass.
n02090827_13480,3,two dogs one in white and other in brown color strapped to leather to their neck and sitting on a grass field
n02090827_13480,4,A brown dog sits up next to a light colored dog that is lying down.
n02090827_13480,5,"Two dogs, one sitting and one laying down are on the grass on a windy day."
n02090827_17605,1,A brown and black dog with a white chest lays outside with a blue toy between its legs.
n02090827_17605,2,A dog that is laying outdoors near a blue toy.
n02090827_17605,3,A brown and white dog laying down with a blue ball.
n02090827_17605,4,A large brown dog holding a blue and yellow ball
n02090827_17605,5,A brown and white brindle dog is lying down with a blue toy ball.
n02090827_5708,1,Two black and white newborn puppies side by side.
n02090827_5708,2,Two black and white puppies sleeping side by side.
n02090827_5708,3,Black and white baby animals lay side by side.
n02090827_5708,4,Two black and white puppies sleep with their faces touching.
n02090827_5708,5,Two black and white puppies sleep while snuggled against each other.
n02090827_7426,1,"A brown and white dog with a slender build and long, thin muzzle pants as it stand behind straw."
n02090827_7426,2,A brown and tan dog looking around a hay bale.
n02090827_7426,3,A dog that has its tongue out playing in a field of hay
n02090827_7426,4,A happy dog stands between bales of straw.
n02090827_7426,5,A slender brown and white dog with its tongue out looks from behind some straw.
n02090827_9305,1,A gray and white dog wearing a bue collar on a leash.
n02090827_9305,2,a grey dog with white stripes on the neck strapped to a rope
n02090827_9305,3,"A young greyhound with sleek grey coat and white belly, on a loose fitting leash in front of a lavender backdrop."
n02090827_9305,4,A dog wearing blue color belt looking something
n02090827_9305,5,A gray and white dog wearing a collar attached to a leash looks ahead with wide eyes.
n02090827_9359,1,A thin gray and black dog with a green collar and a ribbon around its neck.
n02090827_9359,2,A white and grey mottled dog is wearing a tight black collar attached behind its ears.
n02090827_9359,3,a long faced dog wearing  belt on its neck is looking somewhere
n02090827_9359,4,A regal dog has his head held high and is wearing a green leash.
n02090827_9359,5,A grey dog wearing a green collar on a field.
n02131653_10825,1,A large bear with a wet head leans forward on all fours.
n02131653_10825,2,A large brown bear walking on all fours.
n02131653_10825,3,A large brown bear with wet fur that is walking.
n02131653_10825,4,A brown bear that has a wet face and wet fur.
n02131653_10825,5,A brown bear with a wet head is walking forward.
n02131653_12495,1,A furry brown bear lies on the edge of some water and looks down at it.
n02131653_12495,2,A bear that is standing near the end of a stream.
n02131653_12495,3,A brown bear's head near a river with some rocks near by.
n02131653_12495,4,A large brown bear is resting on rocks by a river.
n02131653_12495,5,A bear with its eyes looking toward right rest beside the water
n02131653_13952,1,Two baby brown bears playing together on a tree stump.
n02131653_13952,2,Two light brown bears playing near a rock in a grassy field.
n02131653_13952,3,Two light brown bears. One bear on top of a stone and another on the grass. Green and blue background.  
n02131653_13952,4,"Two bears in the wilderness, both are light brown, one is on a tree trunk with a palm on the other"
n02131653_13952,5,A small bear sits on a tree trunk and swats another small bear.
n02131653_2806,1,Brown bear taking small nap on the big rock in daytime.
n02131653_2806,2,A large bear rests its face on its paw as it sits on a stone ledge.
n02131653_2806,3,A large brown bear sleeping on a rocky ground.
n02131653_2806,4,A brown bear rests his face on his paw while sitting on some rocks.
n02131653_2806,5,This big brown bear has very large claws.
n02131653_3900,1,A black bear with brown face and skinny nose
n02131653_3900,2,A black bear with an orange face and a pink tip on its nose.
n02131653_3900,3,A black bear with a brown and white face looks out into the distance.
n02131653_3900,4,A multi-colored bear with a peach nose looks to the left.
n02131653_3900,5,A furry bear with a light brown face looks off to the side.
n02131653_5107,1,A black bear pokes its head out of the water while the rest of its body is submerged.
n02131653_5107,2,A bear is swimming in water during the daytime.
n02131653_5107,3,A large brown bea is swimmin and putting his mouth in the water.
n02131653_5107,4,"A brown bear's head is visible above a body of water, his mouth is open at water level."
n02131653_5107,5,A brown bear that is swimming through some water.
n02131653_6220,1,A black bear resting with it head on the ground near a few small rocks.
n02131653_6220,2,A bear that is laying down in the middle of a forest.
n02131653_6220,3,An extremely fat large black bear that is taking a nap.
n02131653_6220,4,A black bear with a brown snout is laying with his head on his front paws.
n02131653_6220,5,A large black bear with tiny ears laying on the ground.
n02131653_7902,1,A polar bear that is laying down and taking a nap.
n02131653_7902,2,A white polar bear sleeping on the ground with its head on its paws.
n02131653_7902,3,A panda bear in a zoo sleeps with its head on its hands as it lays near the lake.
n02131653_7902,4,A white polar bear is sleeping on the ground.
n02131653_7902,5,A panda bear is either resting its eyes or taking a nap in the clear sand.
n02226429_11460,1,A grasshopper sits still among the buds of a green plant.
n02226429_11460,2,A grasshopper blends in as it sits on a green plant with small buds.
n02226429_11460,3,A brown grasshopper that is hiding in some plants.
n02226429_11460,4,Herbivore insect blends in with flora in background.
n02226429_11460,5,A tan and black grasshopper with a chevron design on its legs sits in a green bush.
n02226429_12778,1,A bug straddles a round blue object with its legs.
n02226429_12778,2,A grasshopper that is climbing on a log.
n02226429_12778,3,Outdoor insect known for chewing on leaves of plants hugs a thin branch.
n02226429_12778,4,A brown grasshopper clings to a rounded black surface.
n02226429_12778,5,Tan antenna protruding from the head of a beige insect that is grasping onto a black branch.
n02226429_13460,1,A green insect sticks its head in a bright red flower.
n02226429_13460,2,A grasshopper that is in the middle of a pink flower.
n02226429_13460,3,This grasshopper is feeding off of this red flower.
n02226429_13460,4,A green grasshopper sits atop bright red Petals of a rose.
n02226429_13460,5,A green grasshopper stands out from the bright red flower it is standing on.
n02226429_14311,1,A green grasshopper sits on one side of a green leaf.
n02226429_14311,2,A green grasshopper is sitting on the edge of a green leaf.
n02226429_14311,3,A green insect almost blends in to the green leaf it is on.
n02226429_14311,4,A green grasshopper rests on a green leaf in the sunshine.
n02226429_14311,5,A grasshopper that is resting on a green leaf outdoors.
n02226429_15538,1,A brown grasshopper that is on a green leaf.
n02226429_15538,2,A brown grasshopper sitting on a bright green leaf.
n02226429_15538,3,An insect sitting in a fresh big green leaf looks beautiful.
n02226429_15538,4,A small brown grasshopper sits on a big green leaf.
n02226429_15538,5,A brown grasshopper sits on a large green leaf.
n02226429_17165,1,A black bug with bark like textured skin has a tan strip going down the middle of its back.
n02226429_17165,2,A brown and black grasshopper sitting on a blade of green grass.
n02226429_17165,3,A GRASSHOPPER IS LYING ON GRASS STRING GRASSHOPPER IS IN BLACK COLOR
n02226429_17165,4,A grasshopper that is climbing on a blade of grass.
n02226429_17165,5,A small gray and brown insect sits on a narrow green stalk.
n02226429_17436,1,Green herbivorous insect with long antenna seen on plant.
n02226429_17436,2,A large green grasshopper with brown eyes on a bush.
n02226429_17436,3,A green grasshopper that is outdoors with some red eyes.
n02226429_17436,4,A grasshopper faces toward a green budding plant.
n02226429_17436,5,A grasshoppers face peers out over a plant in the sunshine.
n02226429_9440,1,A small grasshopper sits on top of some colorful flowers.
n02226429_9440,2,A grasshopper rests atop a white flower with pink edges.
n02226429_9440,3,A brown grasshopper sitting on a green and pink flower.
n02226429_9440,4,Common garden herbivore sits atop flowers in sunshine.
n02226429_9440,5,A grasshopper that is standing on top of some pink flowers.
n02233338_1068,1,A bug with large antennea sitting on a blue surface.
n02233338_1068,2,A brown cockroach with large antenna standing on a blue surface.
n02233338_1068,3,A black cockroach that is walking across a blue floor
n02233338_1068,4,A small black bug with long antennae sits on a ruddy green surface.
n02233338_1068,5,a close up of a brown insect that looks like a stink bug with 6 legs and 2 long antenna
n02233338_13505,1,A big brown roach with its wings folded on its back has legs with spikes on them.
n02233338_13505,2,A brown bug with antennas on a white surface.
n02233338_13505,3,A brown cockroach with wings and two antennae
n02233338_13505,4,A brown cockroach with a tan head on a white surface.
n02233338_13505,5,A brown cockroach lays on a white surface.
n02233338_17205,1,A winged insect on the edge of a green leaf.
n02233338_17205,2,A large bug that is sitting on top of a green leaf.
n02233338_17205,3,An cock roach sits on the edge of a green leaf with its antennae to the side.
n02233338_17205,4,A brown winged bug is sitting on a green leaf.
n02233338_17205,5,A small silver bug with its antennae extended to the sides lies on a leaf.
n02233338_17552,1,A brown bug crawling across a white fabric.
n02233338_17552,2,A closeup of a brown cockroach against a white fabric.
n02233338_17552,3,A small brown cockroach on a white surface.
n02233338_17552,4,A small brown cockroach with long antennae on a white background
n02233338_17552,5,A brown Roach with spiky legs and antenna stands on a bumpy white surface.
n02233338_214,1,A dead bug lies in the wet pebbles.
n02233338_214,2,A roach lays on its side on a wet rocky surface.
n02233338_214,3,A large roach that is dead and laying in some water.
n02233338_214,4,A brown insect lies on its back on pebbles covered with water.
n02233338_214,5,A red bug with long legs lying on its back on the wet ground.
n02233338_3494,1,A fat brown roach is feasting on something large.
n02233338_3494,2,"An inset, that appears to be a beetle or possibly some species of ant, is on a piece of food."
n02233338_3494,3,A large insect that is crawling over some food.
n02233338_3494,4,A brown beetle sitting on a shiny white object.
n02233338_3494,5,"A brown roach like bug with tan legs sits on something pale, white and shiny appearing to eat it."
n02233338_6133,1,A cockroach is brown and black and crawling among some wooden chips.
n02233338_6133,2,A cock roach crawls across a rock in the sunshine.
n02233338_6133,3,A large brown and black beetle witting on a piece of wood.
n02233338_6133,4,An oval shaped bug with a black head and brown body sits on a piece of wood.
n02233338_6133,5,A cockroach that is crawling on some rocks.
n02233338_9484,1,A slender cockroach walks across a white surface.
n02233338_9484,2,A brown bug with its antennae extended sits on a white surface.
n02233338_9484,3,A cockroach on a white wall casting a shadow
n02233338_9484,4,This is a common house roach frequently found in southern states.
n02233338_9484,5,A cockroach that is crawling on a white wall.
n02236241_1360,1,A brown insect looks to the side as it sits on a green leaf.
n02236241_1360,2,A brown praying mantis standing on a green leaf.
n02236241_1360,3,A praying mantis atop some bright green leaves.
n02236241_1360,4,A brown grasshopper with large eyes sitting on a green leaf.
n02236241_1360,5,"A green and brown praying mantis standing on a leaf, facing the camera."
n02236241_14526,1,A green insect with long arms near a car.
n02236241_14526,2,A green praying mantis with yellow legs next to a car
n02236241_14526,3,A green praying mantis standing on its hind legs.
n02236241_14526,4,A preying mantis is standing on a stick with it's front legs in the air.
n02236241_14526,5,A large green mantis has yellow and reddish tips on his hands while he poses on a lawn.
